,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price_m2,month,market_price_m2,status,buy_price
99,3293400010,2015-03-04,950000.0,5,2,3450,35880,2,0,3,3450,0,1992,1900,98052,47.7173,-122.099,285.0,03,1025.142857142857,buy,950000.0
100,1425059180,2015-03-24,736000.0,3,2,2470,11603,2,0,3,1540,930,1988,1900,98052,47.6569,-122.123,682.7806601740929,03,1025.142857142857,buy,736000.0
101,8563020170,2015-03-10,485000.0,3,1,1650,9500,1,0,3,1650,0,1967,1900,98052,47.631,-122.098,549.5305263157895,03,1025.142857142857,buy,485000.0
102,8123450300,2015-03-06,508000.0,3,1,1800,8462,1,0,3,1440,360,1978,1900,98052,47.6623,-122.141,646.196171117939,03,1025.142857142857,buy,508000.0
103,1310930100,2015-03-18,525000.0,4,1,1570,16697,1,0,3,1030,540,1981,1900,98052,47.671,-122.135,338.4500209618494,03,1025.142857142857,buy,525000.0
104,7922710320,2015-03-16,530000.0,3,1,1520,9605,1,0,3,1520,0,1975,1900,98052,47.667,-122.142,593.9531494013535,03,1025.142857142857,buy,530000.0
105,9412200260,2014-11-13,496500.0,4,2,2250,14440,1,0,3,1550,700,1967,1900,98027,47.5221,-122.045,370.10567867036013,11,1382.573972022043,buy,496500.0
106,9545250010,2014-11-07,785000.0,4,2,3270,9578,2,0,3,3270,0,1993,1900,98027,47.5373,-122.051,882.2029651284194,11,1382.573972022043,buy,785000.0
107,3324079089,2014-11-21,1335000.0,4,4,5050,202554,2,0,3,3260,1790,2000,1900,98027,47.5269,-121.922,70.94374833377766,11,1382.573972022043,buy,1335000.0
108,5706200360,2014-11-06,465000.0,5,2,3020,10010,1,0,3,1510,1510,1959,1900,98027,47.5249,-122.044,500.02597402597405,11,1382.573972022043,buy,465000.0
109,9545200180,2014-11-26,575000.0,3,1,2270,10136,2,0,3,2270,0,1979,1900,98027,47.535,-122.056,610.6254932912392,11,1382.573972022043,buy,575000.0
110,3034200885,2014-12-08,290000.0,2,1,1340,9840,1,0,3,1340,0,1949,1900,98133,47.7202,-122.339,317.2317073170732,12,792.3589193825043,buy,290000.0
111,6450304630,2014-12-01,229000.0,2,1,810,5100,1,0,3,810,0,1955,1900,98133,47.7317,-122.343,483.32470588235293,12,792.3589193825043,buy,229000.0
112,2644900149,2014-12-18,364000.0,2,1,1650,7311,1,0,3,860,790,1978,1900,98133,47.7772,-122.357,535.9179318834632,12,792.3589193825043,buy,364000.0
113,1077100020,2014-12-31,365000.0,3,1,1520,8519,1,0,3,1520,0,1954,1900,98133,47.7712,-122.339,461.18793285596894,12,792.3589193825043,buy,365000.0
114,9325800005,2014-12-01,247500.0,2,1,700,6046,1,0,3,700,0,1950,1900,98133,47.7172,-122.34,440.63678465100895,12,792.3589193825043,buy,247500.0
115,2747100024,2014-06-19,576000.0,3,2,1940,9000,1,0,4,970,970,1948,1900,98117,47.6933,-122.393,688.896,06,1165.1752577319587,buy,576000.0
116,6825100015,2014-06-04,437000.0,2,1,1500,6800,1,0,4,910,590,1942,1900,98117,47.7004,-122.371,691.7452941176471,06,1165.1752577319587,buy,437000.0
117,106000015,2014-06-19,435000.0,3,1,1310,8065,1,0,4,1310,0,1948,1900,98117,47.701,-122.368,580.5753254804712,06,1165.1752577319587,buy,435000.0
118,3526039074,2014-06-25,650000.0,4,2,1910,16532,1,0,4,1420,490,1940,1900,98117,47.6952,-122.39,423.21558190176626,06,1165.1752577319587,buy,650000.0
119,3727800065,2014-11-13,425000.0,2,1,790,5024,1,0,4,790,0,1941,1900,98117,47.6833,-122.395,910.5692675159236,11,1334.4030927835051,buy,425000.0
120,1822069116,2014-12-17,590000.0,3,2,2400,99752,1,0,3,2400,0,1996,1900,98058,47.3917,-122.084,63.66549041623226,12,436.81553327922074,buy,590000.0
121,2423059067,2014-12-19,770000.0,3,2,2070,54557,2,0,3,2070,0,1996,1900,98058,47.4659,-122.116,151.919643675422,12,436.81553327922074,buy,770000.0
122,1432900350,2014-12-17,215000.0,5,1,1980,7958,1,0,3,1980,0,1962,1900,98058,47.4571,-122.17,290.80924855491327,12,436.81553327922074,buy,215000.0
123,7937600010,2014-12-12,322000.0,4,1,1750,68841,1,0,3,1750,0,1942,1900,98058,47.4442,-122.081,50.3480193489345,12,436.81553327922074,buy,322000.0
124,7937900040,2014-12-19,633000.0,5,2,3630,30570,2,0,3,3630,0,2000,1900,98058,47.4243,-122.097,222.8855740922473,12,436.81553327922074,buy,633000.0
125,7986401305,2014-12-16,767500.0,2,1,2210,9374,1,0,4,1560,650,1951,1900,98107,47.6634,-122.359,881.3068060593129,12,1440.1566805511054,buy,767500.0
126,7227802030,2014-06-23,350000.0,7,3,2800,9569,1,0,3,1400,1400,1963,1900,98056,47.5102,-122.183,393.70885149963425,06,738.9677419354839,buy,350000.0
127,345700340,2014-06-10,306888.0,2,1,1010,7719,2,0,3,1010,0,1981,1900,98056,47.5128,-122.189,427.94953128643607,06,738.9677419354839,buy,306888.0
128,2078500350,2014-06-04,560000.0,3,2,2070,12708,2,0,3,2070,0,1996,1900,98056,47.5295,-122.18,474.3342776203966,06,738.9677419354839,buy,560000.0
129,7809200055,2014-06-18,220000.0,3,1,1130,12519,1,0,3,1130,0,1958,1900,98056,47.4965,-122.176,189.15887850467288,06,738.9677419354839,buy,220000.0
130,7504460200,2014-07-17,500000.0,3,2,1760,11946,2,0,3,1760,0,1978,1900,98074,47.624,-122.05,450.5273731793069,07,681.815040884487,buy,500000.0
131,8562900710,2014-07-11,483000.0,3,3,2440,15540,2,0,3,2440,0,1992,1900,98074,47.6104,-122.06,334.5567567567568,07,681.815040884487,buy,483000.0
132,8651520240,2014-07-28,540000.0,4,2,1990,29078,2,0,3,1990,0,1984,1900,98074,47.6471,-122.057,199.89545360753834,07,681.815040884487,buy,540000.0
133,7715800710,2014-07-22,470000.0,4,2,1850,11250,1,0,3,1210,640,1981,1900,98074,47.6264,-122.062,449.696,07,681.815040884487,buy,470000.0
134,3578400030,2014-07-18,465000.0,4,2,2340,13383,1,0,3,1170,1170,1983,1900,98074,47.6211,-122.037,374.0013449899126,07,681.815040884487,buy,465000.0
135,3225069239,2014-07-07,870000.0,4,3,3040,36246,1,0,3,2680,360,1923,2014,98074,47.6093,-122.07,258.3645091872207,07,681.815040884487,buy,870000.0
136,8651520160,2014-07-07,645000.0,4,2,2690,18653,2,0,3,2690,0,1985,1900,98074,47.6449,-122.059,372.2071516646116,07,681.815040884487,buy,645000.0
137,6646200770,2014-07-24,610000.0,4,2,2410,15899,2,0,3,2410,0,1990,1900,98074,47.6242,-122.04,412.98446443172526,07,681.815040884487,buy,610000.0
138,6817810190,2014-07-01,401000.0,3,2,1240,11172,1,0,3,1000,240,1984,1900,98074,47.6364,-122.037,386.35553168635874,07,681.815040884487,buy,401000.0
139,7504180170,2014-07-07,410000.0,3,2,1450,19206,2,0,3,1450,0,1989,1900,98074,47.62,-122.052,229.78444236176196,07,681.815040884487,buy,410000.0
140,7504180130,2014-07-01,482000.0,3,2,1710,21485,2,0,3,1710,0,1989,1900,98074,47.6198,-122.053,241.48233651384686,07,681.815040884487,buy,482000.0
141,7504460090,2014-07-25,473000.0,3,2,1890,12236,1,0,3,1890,0,1978,1900,98074,47.6232,-122.047,416.09774436090225,07,681.815040884487,buy,473000.0
142,2725069156,2014-07-16,885250.0,4,2,3670,49658,2,0,3,3670,0,1999,1900,98074,47.6219,-122.015,191.8891417294293,07,681.815040884487,buy,885250.0
143,1200021,2014-08-11,400000.0,3,1,1460,43000,1,0,3,1460,0,1952,1900,98166,47.4434,-122.347,100.13023255813954,08,350.1193548387097,buy,400000.0
144,2929600020,2014-08-05,375000.0,3,1,1190,20672,1,0,3,1190,0,1948,1900,98166,47.4459,-122.359,195.26412538699688,08,350.1193548387097,buy,375000.0
145,3121500340,2014-07-12,690000.0,4,2,2900,23488,2,0,3,2900,0,1992,1900,98053,47.6726,-122.03,316.2108310626703,07,995.0214592274679,buy,690000.0
146,225069017,2014-07-14,850000.0,4,3,2720,183823,2,0,3,2720,0,1975,2007,98053,47.6749,-122.002,49.77287934589252,07,995.0214592274679,buy,850000.0
147,1332000110,2014-07-25,635000.0,4,2,2490,40608,2,0,3,2490,0,1997,1900,98053,47.6507,-122.004,168.3200354609929,07,995.0214592274679,buy,635000.0
148,203400090,2014-07-29,740000.0,4,3,3760,57063,2,0,3,2950,810,1998,1900,98053,47.6328,-121.964,139.58887545344618,07,995.0214592274679,buy,740000.0
149,7237550020,2014-07-03,1100000.0,4,3,5070,60123,2,0,3,5070,0,2000,1900,98053,47.6567,-122.004,196.93628062471933,07,995.0214592274679,buy,1100000.0
150,203900460,2014-07-28,407450.0,3,2,1810,10860,1,0,3,1810,0,1967,1900,98053,47.6393,-121.967,403.8482320441989,07,995.0214592274679,buy,407450.0
151,203101330,2014-07-01,485000.0,3,2,2440,47916,2,0,3,2090,350,1991,1900,98053,47.6347,-121.958,108.9519158527423,07,995.0214592274679,buy,485000.0
152,3121500020,2014-07-02,700000.0,3,2,2490,23891,2,0,3,2490,0,1993,1900,98053,47.6716,-122.029,315.38236155874597,07,995.0214592274679,buy,700000.0
153,2325069032,2014-07-31,875000.0,5,4,4720,18741,2,0,3,3210,1510,2005,1900,98053,47.6347,-122.013,502.56122939010726,07,995.0214592274679,buy,875000.0
154,6979900360,2014-07-09,635000.0,4,2,3080,35430,2,0,3,3080,0,1997,1900,98053,47.6325,-121.97,192.91955969517358,07,995.0214592274679,buy,635000.0
155,204000175,2014-07-31,381000.0,3,2,1680,8946,1,0,3,940,740,1996,1900,98053,47.6379,-121.966,458.42655935613675,07,995.0214592274679,buy,381000.0
156,203900920,2014-07-15,340000.0,3,2,1130,9879,2,0,3,1130,0,1996,1900,98053,47.635,-121.964,370.4585484360765,07,995.0214592274679,buy,340000.0
157,225069016,2014-07-22,568000.0,3,1,1930,213008,1,0,3,1300,630,1980,1900,98053,47.6751,-121.993,28.702921955982873,07,995.0214592274679,buy,568000.0
158,3216000090,2014-07-29,785000.0,4,2,3230,21781,2,0,3,3230,0,1993,1900,98053,47.6318,-122.01,387.94086589229147,07,995.0214592274679,buy,785000.0
159,9290850330,2014-07-07,888550.0,3,2,3540,38322,2,0,3,3540,0,1989,1900,98053,47.6892,-122.048,249.5786284640676,07,995.0214592274679,buy,888550.0
160,1425069103,2014-07-18,750000.0,3,2,2620,43832,2,0,3,2620,0,2013,1900,98053,47.655,-122.009,184.1805073918598,07,995.0214592274679,buy,750000.0
161,2413910120,2014-07-02,915000.0,3,4,3850,62726,2,0,3,3120,730,2013,1900,98053,47.6735,-122.058,157.01718585594492,07,995.0214592274679,buy,915000.0
162,6905200050,2014-10-09,606400.0,3,3,1800,5000,1,0,3,1500,300,1929,1900,98119,47.6475,-122.371,1305.4579199999998,10,3082.0605263157895,buy,606400.0
